season,episode,speaker,id,scene,deleted,num_words
5,18,Kevin,141573,82,False,32
5,18,Meredith,28470,36,False,5
5,18,Michael,2945115,1630,False,1582
5,18,Oscar,85214,83,False,8
5,18,Pam,396025,174,False,146
5,18,Phyllis,85299,88,False,19
5,18,Stanley,56543,22,False,13
5,18,Stephanie,169977,90,False,15
5,19,Andy,400029,285,False,124
5,19,Angela,171579,144,False,92
5,19,Angela and Kelly,28617,26,False,17
5,19,Charles,716048,797,False,258
5,19,Creed,28548,15,False,10
5,19,Dwight,343378,320,False,113
5,19,Everyone,28481,1,False,1
5,19,Hank,86021,114,False,9
5,19,Isaac,199693,74,False,38
5,19,Jim,743810,707,False,215
5,19,Kelly,171551,135,False,76
5,19,Kevin,371731,307,False,108
5,19,Meredith,57129,33,False,11
5,19,Michael,2517349,2285,False,1109
5,19,Oscar,343426,333,False,171
5,19,Pam,1087565,1044,False,348
5,19,Phone,28556,20,False,37
5,19,Phyllis,86043,122,False,16
5,19,Stanley,200358,193,False,41
5,19,Toby,28691,44,False,34
5,20,Andy,461477,210,False,125
5,20,Angela,86441,28,False,12
5,20,Chares,28990,31,False,3
5,20,Charles,1156448,856,False,340
5,20,Creed,28815,10,False,5
5,20,Dwight,490730,263,False,117
5,20,Jim,1011031,637,False,261
5,20,Kelly,28779,7,False,9
5,20,Kevin,287761,56,False,96
5,20,Michael,2255218,1693,False,1309
5,20,Michal,28972,28,False,14
5,20,Micheal,28820,11,False,4
5,20,Nana,289926,310,False,57
5,20,Old Woman,29002,32,False,11
5,20,Oscar,29015,35,False,2
5,20,Pam,1877674,1202,False,575
5,20,Phyllis,57830,45,False,16
5,20,Ryan,318454,281,False,70
5,20,Stanley,115327,49,False,25
5,20,Supervisor,28939,24,False,5
5,20,Vikram,289524,259,False,110
5,21,Andy,525806,509,False,140
5,21,Charles,729031,514,False,126
5,21,Creed,58516,70,False,30
5,21,Dwight,817045,699,False,339
5,21,Dwight and Andy,29272,36,False,21
5,21,Dwight and Erin,29270,36,False,9
5,21,Erin,466232,328,False,72
5,21,Jim,816597,602,False,308
5,21,Kelly,145311,24,False,43
5,21,Kevin,58258,29,False,13
5,21,Man,29255,34,False,5
5,21,Meredith,29260,35,False,6
5,21,Michael,1342902,1147,False,820
5,21,Oscar,145915,115,False,31
5,21,Pam,1313540,1108,False,458
5,21,Phyllis,29228,29,False,3
5,21,Ryan,729283,572,False,300
5,21,Stanley,87689,87,False,22
5,21,Toby,87542,72,False,77
5,22,Andy,913477,821,False,381
5,22,Automated phone voice,29456,23,False,17
5,22,Charles,411467,223,False,151
5,22,Dwight,2444441,1995,False,918
5,22,Jim,795327,672,False,318
5,22,Kelly,29546,36,False,2
5,22,Kevin,29550,37,False,6
5,22,Michael,2798766,2387,False,1241
5,22,"Michael, Pam & Ryan",29361,13,False,23
5,22,Mr. Schofield,206944,269,False,42
5,22,Pam,529596,361,False,172
5,22,Phyllis,147211,112,False,31
5,22,Ryan,265326,260,False,48
5,22,Secretary,118112,136,False,17
5,22,Stanley,29457,24,False,9
5,23,Andy,88884,24,False,46
5,23,Angela,59441,35,False,31
5,23,Charles,1159243,691,False,321
5,23,David,1071912,796,False,403
5,23,David Wallace,29647,11,False,12
5,23,Dwight,743833,513,False,306
5,23,Erin,29799,24,False,1
5,23,Financial Guy,326580,154,False,95
5,23,Jim,862845,583,False,291
5,23,Jim ,29721,18,False,5
5,23,Kelly,59469,39,False,2
5,23,Kevin,29663,13,False,1
5,23,Michael,2262216,1569,False,912
5,23,Pam,981813,650,False,311
5,23,Phyllis,29667,13,False,18
5,23,Ryan,714093,473,False,181
5,23,Stanley,29624,8,False,12
5,23,Ty,59406,28,False,12
5,24,Andy,360239,230,False,97
5,24,Angela,149711,43,False,64
5,24,Creed,270617,221,False,78
5,24,Darryl,30113,28,False,10
5,24,Dwight,1470865,932,False,525
5,24,Erin,301552,303,False,33
5,24,Jim,871896,686,False,270
5,24,Kelly,60140,48,False,22
5,24,Kevin,29894,1,False,73
5,24,Meredith,240237,159,False,90
5,24,Michael,2857014,2224,False,1306
5,24,Oscar,149793,65,False,32
5,24,Pam,902717,749,False,176
5,24,Phyllis,389994,207,False,142
5,24,Ryan,750885,526,False,177
5,24,Stanley,360403,242,False,63
5,24,Toby,390837,304,False,172
5,25,Andy,486758,574,False,119
5,25,Angela,516099,407,False,158
5,25,Bob Vance,60900,80,False,9
5,25,Creed,91270,100,False,30
5,25,Dwight,971889,855,False,543
5,25,Erin,696873,375,False,164
5,25,Jessica,91011,60,False,28
5,25,Jim,516127,469,False,156
5,25,Kelly,335141,470,False,78
5,25,Kevin,456165,498,False,125
5,25,Lynn,213451,323,False,31
5,25,Meredith,30297,17,False,7
5,25,Michael,2578204,1755,False,1221
5,25,Oscar,182265,162,False,43
5,25,Pam,575940,389,False,123
5,25,Phylis,30414,32,False,4
5,25,Phyllis,820053,697,False,159
5,25,Ryan,60459,15,False,34
5,25,Stanley,60883,74,False,20
5,25,VRG 1,121572,96,False,15
5,25,VRG 2,91179,72,False,11
5,25,Vance Refrigeration Guy 1,30388,24,False,4
5,25,Vance Refrigeration Guy 2,30389,24,False,1
5,26,AJ,244991,172,False,61
5,26,Andy,367401,258,False,104
5,26,Angela,91990,84,False,21
5,26,Both,30670,29,False,3
5,26,Charles,368293,368,False,125
5,26,David,399260,433,False,211
5,26,Dwight,1256045,959,False,515
5,26,Erin,91836,55,False,41
5,26,Holly,1165105,1020,False,357
5,26,Jim,734653,474,False,368
5,26,Kendall,61322,54,False,11
5,26,Kevin,153120,117,False,30
5,26,Man,30599,19,False,5
5,26,Man from Buffalo,92086,93,False,48
5,26,Meredith,61345,58,False,11
5,26,Michael,1685373,1344,False,658
5,26,Nurse,92286,114,False,46
5,26,Oscar,61376,61,False,12
5,26,Pam,765933,586,False,195
5,26,Phyllis,122490,93,False,21
5,26,Rolph,275829,228,False,84
5,26,Stanley,61305,53,False,20
5,26,Toby,61320,54,False,13
5,26,Woman,30611,21,False,2
5,26,Woman from Buffalo,61392,62,False,5
6,1,Andy,1175947,698,False,363
6,1,Andy & Michael,30796,1,False,10
6,1,Angela,155162,127,False,36
6,1,Creed,186223,152,False,56
6,1,Dwight,617188,161,False,353
6,1,Dwight & Andy,61575,2,False,19
6,1,"Dwight, Jim & Pam",30858,9,False,4
6,1,Eric,247809,155,False,49
6,1,Erin,216936,158,False,41
6,1,Everyone,93137,79,False,9
6,1,Female Intern,61618,4,False,19
6,1,Female intern,30812,2,False,2
6,1,Jim,1301867,920,False,352
6,1,Jim & Pam,31083,29,False,5
6,1,Kelly,278571,161,False,45
6,1,Kevin,433324,272,False,109
6,1,Maurie,309055,130,False,90
6,1,Megan,93334,93,False,19
6,1,Meredith,123659,64,False,29
6,1,Michael,2938916,1557,False,1390
6,1,Michael & Dwight,61605,2,False,11
6,1,Oscar,309607,203,False,123
6,1,Pam,836610,540,False,272
6,1,Phyllis,216460,102,False,55
6,1,Ryan,31063,27,False,3
6,1,Stanley,371003,190,False,139
6,1,Toby,31016,25,False,20
6,2,Andy,218461,103,False,236
6,2,Angela,94143,102,False,8
6,2,Creed,124756,32,False,28
6,2,Darryl,468785,272,False,151
6,2,David,1062885,669,False,487
6,2,David Wallace,31130,2,False,18
6,2,Dwight,1000121,594,False,328
6,2,Erin,93903,77,False,17
6,2,Gwenneth,62603,52,False,2
6,2,Jim,594315,423,False,196
6,2,Kelly,93592,32,False,60
6,2,Kevin,31213,16,False,5
6,2,Meredith,188238,204,False,41
6,2,Michael,2217836,1152,False,1159
6,2,Michael ,31312,27,False,21
6,2,Oscar,217861,7,False,44
6,2,Pam,749968,419,False,254
6,2,Phyllis,62568,45,False,9
6,2,Ryan,156255,95,False,25
6,2,Stanley,62573,48,False,7
6,2,Toby,812348,455,False,267
6,3,Andy,94894,71,False,54
6,3,Angela,158014,107,False,52
6,3,Creed,94719,57,False,8
6,3,David Wallace,188994,84,False,94
6,3,Dwight,912815,293,False,427
6,3,Erin,94539,42,False,42
6,3,Jim,2868483,1383,False,1001
6,3,Kelly,126219,73,False,79
6,3,Kevin,442291,299,False,93
6,3,Meredith,284339,184,False,64
6,3,Michael,2710970,1319,False,1094
6,3,Oscar,378986,239,False,136
6,3,Pam,536673,327,False,164
6,3,Phyllis,410499,252,False,105
6,3,Ryan,158179,117,False,82
6,3,Stanley,94491,38,False,23
6,4,Andy,1055255,1318,False,493
6,4,Angela,383271,427,False,90
6,4,Dwight,2682164,2848,False,852
6,4,Erin,319932,429,False,114
6,4,Everyone,31942,31,False,5
6,4,Front Desk Clerk,317941,176,False,66
6,4,Hotel Employee,128307,216,False,39
6,4,Hotel Manager,128320,216,False,43
6,4,Isabel,352992,604,False,86
6,4,Jim,1788494,1951,False,712
6,4,Kelly,95609,79,False,26
6,4,Kevin,959770,1259,False,301
6,4,Kids,31870,24,False,1
6,4,Little Girl,31868,24,False,14
6,4,Mema,415239,424,False,162
6,4,Meredith,192186,278,False,84
6,4,Michael,4119123,4315,False,1747
6,4,Michael and Dwight,32051,50,False,6
6,4,Micheal,31746,10,False,1
6,4,Michel,32202,71,False,2
6,4,Mr. Beesly,63730,46,False,22
6,4,Mr. Halpert,159242,105,False,13
6,4,Oscar,288204,408,False,71
6,4,Pam,2238266,2813,False,663
6,4,Pam's dad,32219,74,False,3
6,4,Pam's mom,353926,743,False,68
6,4,Penny,352962,606,False,84
6,4,Pete,191454,180,False,43
6,4,Pete Halpert,32204,71,False,15
6,4,Phyllis,95990,127,False,38
6,4,Ryan,96000,126,False,31
6,4,Stanley,223871,281,False,56
6,4,Toby,128489,239,False,35
6,4,Tom,192054,266,False,49
6,4,Tom Halpert,32201,71,False,6
6,4,Tom and Pete,32206,71,False,2
6,5,Andy,1847502,969,False,577
6,5,Andy and Dwight,32316,11,False,4
6,5,Credit card rep,32400,17,False,22
6,5,Creed,32250,1,False,7
6,5,Dwight,1621926,959,False,493
6,5,Dwight and Andy,32564,29,False,3
6,5,Erin,227112,129,False,62
6,5,Grotti,972297,506,False,387
6,5,Jim,454531,300,False,83
6,5,Kevin,551640,343,False,169
6,5,Kid,32468,21,False,5
6,5,Meredith,96762,3,False,23
6,5,Michael,3953960,2009,False,1159
6,5,Oscar,582870,270,False,188
6,5,Pam,162427,117,False,71
6,5,Phyllis,32320,11,False,5
6,5,Rep,194442,102,False,64
6,5,Ryan,129144,24,False,29
6,5,Toby,96792,12,False,25
6,5,Waitress,226949,124,False,29
6,5,Woman,129823,81,False,34
6,6,Andy,294729,171,False,104
6,6,Angela,163890,101,False,41
6,6,Creed,32788,20,False,4
6,6,Dwight,982680,513,False,502
6,6,Erin,392211,144,False,85
6,6,Jim,1963985,940,False,581
6,6,Kelly,327765,178,False,98
6,6,Kevin,196600,111,False,37
6,6,Meredith,130608,35,False,22
6,6,Michael,2782725,1347,False,1009
6,6,Oscar,196789,123,False,48
6,6,Pam,1965188,1013,False,545
6,6,Phyllis,65579,40,False,12
6,6,Ryan,262647,182,False,53
6,6,Stanley,32860,25,False,3
6,6,Toby,492130,315,False,169
6,6,Various,32761,20,False,6
6,7,Andy,1224164,944,False,475
6,7,Angela,330784,239,False,43
6,7,Creed,99081,54,False,26
6,7,Customer,132101,80,False,36
6,7,Darryl,230440,30,False,126
6,7,Dwight,463203,343,False,151
6,7,Erin,562711,454,False,187
6,7,Jim,1619437,971,False,438
6,7,Keena Gifford,198586,164,False,48
6,7,Kelly,65987,28,False,10
6,7,Kevin,331184,286,False,72
6,7,Kids,65833,5,False,23
6,7,Meredith,264697,198,False,75
6,7,Michael,2808359,1669,False,1218
6,7,Oscar,364406,322,False,67
6,7,Pam,1291191,1082,False,260
6,7,Phyllis,297882,240,False,79
6,7,Ryan,32917,4,False,9
6,7,Secretary,65998,32,False,19
6,7,Stanley,99093,61,False,15
6,8,Andy,933844,532,False,293
6,8,Angela,66824,50,False,16
6,8,Creed,66579,19,False,12
6,8,Dwight,1668058,936,False,551
6,8,Erin,99792,21,False,29
6,8,Helene,1234422,740,False,422
6,8,Hostess,33330,17,False,8
6,8,Jim,869274,724,False,156
6,8,Kelly,167327,162,False,43
6,8,Kevin,200735,179,False,25
6,8,Meredith,33544,40,False,20
6,8,Michael,3811385,3209,False,1323
6,8,Michel,33412,25,False,4
6,8,Oscar,100476,103,False,18
6,8,Pam,2339800,1919,False,505
6,8,Phyllis,66801,43,False,8
6,8,Ryan,267514,234,False,69
6,8,Stanley,33227,1,False,5
6,8,Toby,234759,273,False,77
6,9,Andy,809129,597,False,270
6,9,Angela,202293,156,False,61
6,9,Creed,67436,52,False,34
6,9,David,135236,180,False,95
6,9,David Wallace's Secretary,67282,14,False,15
6,9,Dwight,1010740,615,False,486
6,9,Erin,506078,462,False,119
6,9,Jim,1585285,1334,False,719
6,9,Kelly,33648,9,False,35
6,9,Kevin,370659,232,False,110
6,9,Meredith,134890,108,False,40
6,9,Michael,2258480,1574,False,887
6,9,Oscar,269610,179,False,177
6,9,Pam,405036,395,False,151
6,9,Phyllis,168638,139,False,52
6,9,Ryan,33696,21,False,19
6,9,Stanley,202301,149,False,33
6,9,Voice on CD player,67415,50,False,76
6,10,Alan,408204,439,False,159
6,10,Andy,474983,322,False,209
6,10,Creed,34017,38,False,8
6,10,David,476160,486,False,110
6,10,Dwight,881944,540,False,356
6,10,Erin,101662,53,False,22
6,10,Female Shareholder,34012,37,False,1
6,10,Fourth Shareholder,34029,40,False,7
6,10,Jim,1257115,1110,False,533
6,10,Jim & Pam,33902,19,False,2
6,10,Kevin,135765,98,False,38
6,10,Laurie,169689,121,False,31
6,10,Limo Driver,67798,38,False,7
6,10,Man in line,33978,31,False,1
6,10,Meredith,33868,13,False,8
6,10,Michael,2412678,2172,False,1277
6,10,O'Keefe,170357,219,False,33
6,10,Oscar,611994,587,False,208
6,10,Pam,407264,299,False,96
6,10,Phyllis,237712,195,False,40
6,10,Registrar,33958,26,False,22
6,10,Ryan,612080,630,False,166
6,10,Second Shareholder,34014,37,False,10
6,10,Security,67936,58,False,9
6,10,Shareholder,34010,37,False,3
6,10,Stanley,135696,88,False,20
6,10,Third Shareholder,34027,40,False,12
6,10,Woman in line,101939,93,False,19
6,11,Andy,751357,132,False,221
6,11,Angela,102812,70,False,34
6,11,Creed,34281,26,False,10
6,11,David,274658,274,False,89
6,11,David Wallace,34322,33,False,7
6,11,Deliveryman,34293,28,False,12
6,11,Dwight,1233886,865,False,370
6,11,Erin,718989,389,False,210
6,11,Everyone,34251,21,False,2
6,11,Jim,1301043,707,False,351
6,11,Kelly,34298,28,False,6
6,11,Kevin,205506,117,False,38
6,11,Lefevre,377248,315,False,156
6,11,Michael,2326890,1062,False,1058
6,11,Michael and Erin,34362,36,False,32
6,11,Mikela,308013,136,False,61
6,11,Oscar,68496,38,False,9
6,11,Pam,478961,207,False,141
6,11,Phyllis,137006,81,False,29
6,11,Ryan,137472,148,False,43
6,11,Stanley,68349,17,False,19
6,11,Stephanie,68600,58,False,15
6,11,Students,136968,70,False,82
6,11,Teacher,137006,79,False,129
6,11,Zion,34268,22,False,6
6,12,Andy,552337,341,False,141
6,12,Angela,207541,177,False,25
6,12,Bob,34698,44,False,3
6,12,Bob Vance,34690,44,False,15
6,12,Creed,68842,16,False,17
6,12,Daryl,103467,54,False,22
6,12,David,657694,595,False,146
6,12,Dwight,1277230,724,False,372
6,12,Erin,379502,202,False,124
6,12,Everyone,34377,1,False,2
6,12,Group,69067,48,False,3
6,12,Jim,1345295,670,False,254
6,12,Kelly,103727,76,False,23
6,12,Kelly and Erin,34538,25,False,14
6,12,Kevin,448276,227,False,114
6,12,Matt,138450,134,False,14
6,12,Meredith,103683,71,False,30
6,12,Michael,3283830,2548,False,1356
6,12,Office,34518,19,False,2
6,12,Oscar,448598,260,False,70
6,12,Pam,552061,311,False,189
6,12,Phyllis,932525,638,False,248
6,12,Ryan,276098,160,False,36
6,12,Stanley,172625,103,False,35
6,12,Stephanie,34584,28,False,3
6,12,Toby,207606,186,False,52
6,13,Andy,34715,2,False,12
6,13,Angela,69587,36,False,6
6,13,Both,139275,84,False,15
6,13,Computron,347524,100,False,61
6,13,Dwight,591605,305,False,139
6,13,Eric,903636,278,False,208
6,13,Fake Stanley,34722,4,False,1
6,13,Kevin,69588,36,False,3
6,13,Michael,1530251,627,False,628
6,13,Pam,173673,30,False,47
6,13,Ryan,34736,8,False,11
6,13,Toby,625689,213,False,133
6,14,All,35085,42,False,5
6,14,Andy,349756,238,False,102
6,14,Andy & Erin,69781,18,False,68
6,14,Angela,69993,58,False,10
6,14,Both,35098,43,False,9
6,14,Christian Slater,34903,12,False,67
6,14,Creed,34860,6,False,6
6,14,David,1191448,1181,False,303
6,14,Dwight,313806,69,False,48
6,14,Erin,209699,122,False,81
6,14,Everyone,35077,42,False,8
6,14,Gabe,628528,319,False,304
6,14,Jerry,490072,430,False,162
6,14,Jim,908999,615,False,314
6,14,Jo,279696,216,False,178
6,14,Jo Bennett,34904,12,False,20
6,14,Kevin,35083,42,False,11
6,14,Meredith,69826,32,False,12
6,14,Michael,2867169,1922,False,1256
6,14,Mrs. Wallace,105034,93,False,41
6,14,Oscar,174320,34,False,38
6,14,Pam,873125,437,False,177
6,14,Phyllis,35081,42,False,10
6,14,Stanley,34925,18,False,2
6,14,Teddy,210560,258,False,14
6,14,Teddy Wallace,34998,30,False,4
6,14,Toby,69858,40,False,11
6,15,Andy,845969,478,False,275
6,15,Angela,35153,4,False,9
6,15,Dwight,1375259,952,False,520
6,15,Erin,811326,582,False,277
6,15,Gabe,175717,15,False,43
6,15,Hotel Employee,316032,9,False,102
6,15,Jim,1163648,771,False,265
6,15,Jo,1161556,403,False,524
6,15,Kelly,388511,350,False,176
6,15,Kevin,175999,60,False,12
6,15,Meredith,141011,85,False,58
6,15,Michael,2396128,1331,False,864
6,15,Michael and Dwight,35123,1,False,2
6,15,Nick,176600,170,False,38
6,15,Oscar,211513,134,False,30
6,15,Pam,176505,150,False,60
6,15,Phyllis,141377,144,False,34
6,15,Ryan,670733,582,False,169
6,16,(Pam's mom) Heleen,35734,40,False,2
6,16,Andy,893960,1072,False,506
6,16,Angela,676748,539,False,103
6,16,Clark,466362,767,False,132
6,16,Creed,35634,23,False,3
6,16,Dale,35847,55,False,3
6,16,Doctor,107122,99,False,21
6,16,Dwight,1676358,1453,False,667
6,16,"Dwight, Jim and Michael",35630,23,False,3
6,16,Erin,1254082,1793,False,272
6,16,Everyone,35731,39,False,1
6,16,Helene,178710,206,False,45
6,16,Hospital employee,287373,481,False,56
6,16,Isabelle,323705,574,False,59
6,16,Jim,4783879,4869,False,1182
6,16,Kathy,107751,181,False,18
6,16,Kelly,106669,66,False,62
6,16,Kevin,1036900,1263,False,223
6,16,Meredith,213792,166,False,35
6,16,Michael,4171863,3550,False,1513
6,16,Nick,71063,30,False,32
6,16,Nurse,680963,997,False,195
6,16,Oscar,106918,82,False,31
6,16,Pam,4495820,4358,False,1107
6,16,Phyllis,213800,162,False,51
6,16,Policeman,71330,56,False,26
6,16,Ryan,71248,58,False,32
6,16,Stanley,106869,82,False,23
6,16,Toby,35639,24,False,3
6,17,Andy,868787,697,False,225
6,17,Andy and Dwight,144636,84,False,33
6,17,Angela,108440,68,False,38
6,17,D,36148,21,False,16
6,17,Daryl,470138,317,False,149
6,17,Dwight,1047757,565,False,392
6,17,Erin,723733,549,False,194
6,17,Gabe,108645,95,False,71
6,17,Jim,1445337,789,False,328
6,17,Jo,1916082,1198,False,698
6,17,Kelly,108074,6,False,28
6,17,Kevin,108515,78,False,43
6,17,Meredith,144492,68,False,54
6,17,"Meredith, Creed, Oscar and Matt",36285,43,False,2
6,17,Michael,1880850,1303,False,751
6,17,Night cleaning crew,36261,37,False,13
6,17,Oscar,144704,109,False,35
6,17,Pam,36075,14,False,25
6,17,Phyllis,36033,4,False,1
6,17,Reid,181263,180,False,46
6,17,Ryan,108075,6,False,21
6,17,Stanley,36034,4,False,1
6,17,Todd Packer,217325,194,False,59
6,17,Warehouse guy 1,108711,105,False,13
6,17,Warehouse guy 2,36240,35,False,3
6,18,Andy,547009,326,False,163
6,18,Angela,218645,105,False,89
6,18,Darryl,327531,112,False,71
6,18,Dwight,1568467,977,False,546
6,18,Erin,255190,147,False,102
6,18,Gabe,254730,77,False,75
6,18,Jim,1857366,777,False,458
6,18,Kelly,291838,192,False,90
6,18,Kevin,291800,188,False,61
6,18,Meredith,109483,76,False,28
6,18,Michael,3095381,1258,False,1289
6,18,Miichael,36389,11,False,2
6,18,Oscar,36557,32,False,9
6,18,Pam,109295,50,False,28
6,18,Phyllis,656597,401,False,223
6,18,Ryan,109278,45,False,18
6,18,Stanley,401134,230,False,84
6,18,Toby,72950,48,False,31
6,19,Andy,1286423,1013,False,383
6,19,Angela,626261,698,False,128
6,19,Bar Manager,810608,910,False,145
6,19,Bouncer,36821,40,False,4
6,19,Creed,36597,1,False,6
6,19,Darryl,367174,206,False,148
6,19,Dwight,1250463,1111,False,263
6,19,Erin,588442,525,False,81
6,19,Everyone,36604,1,False,4
6,19,Girl at table,73716,84,False,3
6,19,Hide,73677,81,False,80
6,19,Isabel,662166,628,False,111
6,19,Jim,1211908,801,False,244
6,19,Julie,441298,380,False,76
6,19,Kelly,147194,150,False,31
6,19,Kevin,257079,169,False,51
6,19,Matt,183929,148,False,31
6,19,Meredith,36591,1,False,8
6,19,Michael,2719309,2020,False,715
6,19,Oscar,733924,341,False,148
6,19,Pam,1139791,942,False,198
6,19,Phyllis,219864,61,False,56
6,19,Ryan,183774,165,False,43
6,19,Stanley,36611,4,False,2
6,19,Warehouse Guy,36616,5,False,3
6,20,Andy,926856,471,False,508
6,20,Angela,185496,109,False,52
6,20,Cookie Monster,110835,3,False,57
6,20,Darryl,111005,30,False,31
6,20,Dwight,630059,294,False,214
6,20,Dwight.,36975,7,False,2
6,20,Erin,1927942,1050,False,540
6,20,Gabe,853554,557,False,416
6,20,Hayworth's waiter,148166,72,False,19
6,20,Jim,296755,182,False,107
6,20,Kelly,185506,114,False,35
6,20,Kevin,741419,379,False,222
6,20,Meredith,333583,165,False,48
6,20,Michael,1704674,850,False,604
6,20,Oscar,222312,93,False,37
6,20,Oscar's voice from the computer,37195,35,False,23
6,20,Pam,1038592,623,False,266
6,20,Phyllis,111092,39,False,9
6,20,Ryan,185039,47,False,27
6,20,Toby,111436,87,False,55
6,21,All,37493,42,False,1
6,21,Andy,112273,106,False,62
6,21,Angela,111701,26,False,23
6,21,Creed,37336,25,False,15
6,21,Darryl,149235,79,False,50
6,21,Donna,1420231,1100,False,349
6,21,Dwight,1681467,1225,False,626
6,21,Erin,337115,346,False,74
6,21,Gabe,560661,436,False,189
6,21,Hide,74951,82,False,13
6,21,Jim,1380904,801,False,230
6,21,Kelly,1046890,863,False,313
6,21,Kevin,299187,261,False,80
6,21,Michael,3214273,2437,False,980
6,21,Michael and Donna,37333,25,False,5
6,21,Mihael,37402,32,False,4
6,21,Oscar,335929,193,False,136
6,21,Pam,1009054,752,False,288
6,21,Phyllis,149690,141,False,49
6,21,Ryan,149475,116,False,39
6,21,Stanley,74924,80,False,24
6,22,Andy,1131305,736,False,341
6,22,Creed,75476,58,False,76
6,22,Darryl,981342,757,False,301
6,22,Donna,1358268,969,False,222
6,22,Dwight,1430741,625,False,612
6,22,Erin,113079,63,False,18
6,22,Gabe,150642,73,False,134
6,22,Glen,37765,33,False,6
6,22,Gym Instructor,37837,42,False,13
6,22,Gym instructor,75680,84,False,19
6,22,Jim,526834,195,False,150
6,22,Kelly,263760,142,False,63
6,22,Meredith,37562,6,False,15
6,22,Michael,3466339,1881,False,1016
6,22,Old lady,37668,18,False,9
6,22,Oscar,37584,6,False,6
6,22,Pam,1583138,963,False,490
6,22,Ryan,150327,27,False,65
6,22,Stanley,112711,23,False,29
6,23,Andy,1558677,907,False,470
6,23,Angela,646171,358,False,155
6,23,Creed,152247,109,False,34
6,23,Darryl,152564,152,False,79
6,23,Dwight,1367843,689,False,419
6,23,Dwight and Angela,37907,7,False,2
6,23,Erin,417393,134,False,114
6,23,Everyone,189329,18,False,14
6,23,Gabe,227978,118,False,114
6,23,Jim,797957,413,False,118
6,23,Kelly,190398,135,False,49
6,23,Kevin,228260,138,False,21
6,23,Lawyer,417975,211,False,132
6,23,Meredith,113840,40,False,33
6,23,Michael,3116241,1630,False,1325
6,23,Oscar,114051,61,False,27
6,23,Pam,1139218,489,False,293
6,23,Phyllis,304363,191,False,31
6,23,Reporter,114495,126,False,21
6,23,Ryan,418871,298,False,110
6,23,Shane,418706,307,False,64
6,23,Stanley,76014,42,False,24
6,23,Toby,189295,16,False,70
6,24,Andy,651306,435,False,212
6,24,Angela,153183,92,False,49
6,24,Creed,76712,70,False,28
6,24,Darryl,229654,111,False,64
6,24,David Wallace,38366,36,False,42
6,24,Dwight,727503,414,False,312
6,24,Erin,153512,150,False,30
6,24,Gabe,191740,165,False,81
6,24,Hank,38393,39,False,15
6,24,Jim,497832,291,False,90
6,24,Jo,1646181,897,False,667
6,24,Kelly,191516,117,False,87
6,24,Kevin,267780,111,False,50
6,24,Michael,2564633,1314,False,1012
6,24,Nick,421519,299,False,258
6,24,Oscar,76395,13,False,20
6,24,Pam,650966,366,False,199
6,24,Phyllis,191377,96,False,45
6,24,Realtor,153333,119,False,55
6,24,Ryan,76606,48,False,84
6,24,Stanley,76718,70,False,10
6,24,Toby,267900,123,False,32
6,24,Todd Packer,38170,1,False,20
7,1,All,76935,22,False,11
7,1,Andy,615917,222,False,185
7,1,Angela,115562,57,False,40
7,1,Both,77214,60,False,5
7,1,Creed,154179,84,False,66
7,1,Darryl,192390,77,False,70
7,1,Dwight,808811,406,False,256
7,1,Erin,269463,109,False,80
7,1,Gabe,424040,241,False,131
7,1,Jim,848034,520,False,264
7,1,Jo,269954,189,False,121
7,1,Kelly,192433,64,False,99
7,1,Kevin,192743,118,False,41
7,1,Luke,693737,408,False,151
7,1,Meredith,115639,74,False,17
7,1,Michael,2235940,1452,False,1044
7,1,Oscar,308109,166,False,81
7,1,Pam,964188,667,False,230
7,1,Phyllis,269484,131,False,82
7,1,Ryan,115251,3,False,29
7,1,Stanley,192428,59,False,23
7,1,Toby,115589,59,False,22
7,2,Andy,503900,270,False,188
7,2,Angel,38791,25,False,8
7,2,Angela,155283,124,False,20
7,2,Creed,38722,13,False,6
7,2,Darryl,155296,126,False,33
7,2,Dwight,1860671,946,False,599
7,2,Erin,155107,93,False,62
7,2,Gabe,660493,607,False,185
7,2,Jim,1317907,660,False,266
7,2,Kelly,232482,110,False,50
7,2,Michael,1202913,837,False,659
7,2,Mose,77324,6,False,3
7,2,Oscar,271382,169,False,26
7,2,Pam,1512654,965,False,472
7,2,Phyllis,116206,47,False,29
7,2,Ryan,116262,58,False,24
7,2,Salesman,388984,410,False,65
7,2,Stanley,116239,59,False,23
7,2,Toby,1358172,962,False,325
7,2,Window treatment guy,116262,63,False,27
7,3,All,78134,57,False,7
7,3,Andy,1911949,1038,False,590
7,3,Angela,624396,364,False,194
7,3,Creed,78121,62,False,35
7,3,Darryl,429740,336,False,90
7,3,Dwight,663452,394,False,192
7,3,Erin,741466,414,False,297
7,3,Jim,741933,521,False,153
7,3,Kelly,78012,42,False,15
7,3,Meredith,39032,26,False,16
7,3,Michael,1678439,1030,False,534
7,3,Oscar,39135,41,False,6
7,3,Pam,663850,473,False,193
7,3,Phyllis,156387,138,False,20
7,3,Shelby,312261,204,False,41
7,3,Stanley,78115,56,False,15
7,3,Sweeney Todd,546834,436,False,137
7,3,Usher,77988,35,False,39
7,4,Andy,1573387,897,False,523
7,4,Angela,78392,16,False,29
7,4,Astrid,118005,69,False,8
7,4,Carrol,39441,32,False,20
7,4,Carroll,551953,436,False,109
7,4,Creed,78704,50,False,7
