Name,State,Type,Residential customers,Revenue,Power generated,Power bought,Power in,Summer demand,Winter demand
City of Brewster - (MN),MN,Municipal,219,522.7,0.0,5026.0,5026.0,1.2,1.1
City of Brenham - (TX),TX,Municipal,5758,22137.3,0.0,284561.0,284561.0,60.1,43.6
City of Brookings - (SD),SD,Municipal,9399,28503.0,0.0,325443.0,325443.0,60.5,56.3
Bremen Electric Light & Power Co,IN,Municipal,1906,12953.5,0.0,168603.0,168603.0,27.5,24.8
Bozrah Light & Power Company,CT,Municipal,2441,16132.1,0.0,212709.0,212709.0,29.9,27.3
City of Bowling Green - (OH),OH,Municipal,12776,57168.0,0.0,544657.0,544657.0,99.6,77.4
City of Boulder City - (NV),NV,Municipal,6960,16388.6,0.0,159370.0,159370.0,50.9,22.8
City of Boscobel - (WI),WI,Municipal,1437,4249.6,0.0,45644.0,45644.0,9.6,6.8
Bolivar Energy Authority,TN,Municipal,8714,26942.0,0.0,230243.0,230243.0,52.5,50.4
City of Boerne,TX,Municipal,4113,15678.0,0.0,149852.0,149852.0,33.1,36.8
City of Breckenridge- (MN),MN,Municipal,1535,3109.0,0.0,39935.0,39935.0,7.5,8.0
Brown County Rural Elec Assn,MN,Cooperative,3693,14548.9,0.0,133943.0,133943.0,22.6,18.1
Brown-Atchison E C A Inc,KS,Cooperative,2812,6564.4,0.0,50859.0,50859.0,12.2,8.8
Burke-Divide Electric Coop Inc,ND,Cooperative,2165,26281.0,0.0,249552.0,249552.0,27.8,40.2
CMS Electric Coop Inc,KS,Cooperative,3147,24698.1,0.0,228371.0,228371.0,39.6,28.7
City of Cairo - (GA),GA,Municipal,3762,14938.5,0.0,138789.0,138789.0,28.0,25.9
C & L Electric Coop Corp,AR,Cooperative,19697,39288.0,0.0,369624.0,369624.0,97.9,92.6
"Butte Electric Coop, Inc",SD,Cooperative,5082,14714.3,0.0,105188.0,105188.0,20.7,23.2
Butler County Rural Elec Coop - (IA),IA,Cooperative,4843,27152.3,0.0,261891.0,261891.0,42.0,45.0
Butler Rural Electric Coop Inc - (OH),OH,Cooperative,10953,32284.0,0.0,218390.0,218390.0,44.7,48.9
Borough of Butler - (NJ),NJ,Municipal,10216,16891.6,0.0,164663.0,164663.0,47.6,40.4
Butler Public Power District - (NE),NE,Political Subdivision,4620,19384.0,0.0,200735.0,200735.0,46.3,34.6
"Butler Rural El Coop Assn, Inc - (KS)",KS,Cooperative,6662,17350.0,0.0,130128.0,130128.0,35.6,29.4
Burt County Public Power Dist,NE,Political Subdivision,3369,12440.0,0.0,99205.0,99205.0,22.0,20.0
City of Burley - (ID),ID,Municipal,3943,8103.9,0.0,121785.0,121785.0,17.8,23.1
"Buckeye Rural Elec Coop, Inc",OH,Cooperative,17865,38276.2,0.0,251888.0,251888.0,54.0,64.0
City of Buford,GA,Municipal,2528,20505.0,0.0,208123.0,208123.0,42.2,38.7
City of Buffalo - (MN),MN,Municipal,5129,13739.1,0.0,115948.0,115948.0,27.8,18.4
City of Brownsville,TN,Municipal,4187,16934.0,0.0,212597.0,212597.0,40.8,32.2
City of Camden,SC,Municipal,9542,21690.0,0.0,187339.0,187339.0,45.1,43.2
City of Gladstone,MI,Municipal,2518,3773.8,0.0,32119.0,32119.0,6.0,5.6
Drift,WA,Retail Power Marketer,131,47.5,0.0,858.0,858.0,1.0,2.9
City of Glenwood Springs - (CO),CO,Municipal,4702,14549.0,0.0,129934.0,129934.0,23.0,22.0
City of Hermiston,OR,Municipal,4517,8744.3,0.0,113360.0,113360.0,24.3,24.2
Hibbing Public Utilities Comm,MN,Municipal,7163,14185.0,0.0,137323.0,137323.0,24.2,24.2
City of Hickman,KY,Municipal,873,2388.3,0.0,18335.0,18335.0,4.7,3.6
City of La Grange - (GA),GA,Municipal,11276,47831.0,0.0,530643.0,530643.0,99.5,86.3
City of LaFollette,TN,Municipal,19092,47371.0,0.0,406559.0,406559.0,86.2,103.1
Lagrange County Rural E M C,IN,Cooperative,6751,12256.0,0.0,100135.0,100135.0,24.8,16.9
"Jackson Electric Coop, Inc - (WI)",WI,Cooperative,7462,20186.4,0.0,210368.0,210368.0,38.7,35.3
"LaCreek Electric Assn, Inc",SD,Cooperative,5846,14111.6,0.0,134254.0,134254.0,20.2,29.6
Henry County Rural E M C,IN,Cooperative,9386,22126.0,0.0,191190.0,191190.0,39.0,47.0
McCook Public Power District,NE,Political Subdivision,3751,17550.7,0.0,192227.0,192227.0,51.0,29.1
Village of L'Anse - (MI),MI,Municipal,989,1584.4,0.0,12557.0,12557.0,2.4,2.9
Kosciusko County Rural E M C,IN,Cooperative,16866,48608.4,0.0,483663.0,483663.0,89.5,70.9
"Hill County Electric Coop, Inc",MT,Cooperative,3603,16743.1,0.0,170141.0,170141.0,28.3,28.5
"Hino Electric Holding Company, LP.",TX,Retail Power Marketer,3726,17072.8,0.0,180340.0,180340.0,0.0,0.0
City of Holdrege,NE,Municipal,2604,8833.2,0.0,123440.0,123440.0,23.6,21.1
City of Holly Springs,MS,Municipal,8850,25734.7,0.0,239795.0,239795.0,53.7,50.8
Holmes-Wayne Electric Coop Inc,OH,Cooperative,14204,41158.3,0.0,352896.0,352896.0,61.4,60.8
"Kit Carson Electric Coop, Inc",NM,Cooperative,24776,42819.0,0.0,285486.0,285486.0,36.1,56.8
City of Hinton,IA,Municipal,309,985.3,0.0,9255.0,9255.0,3.0,2.0
City of Lake City - (MN),MN,Municipal,2879,13547.0,0.0,145014.0,145014.0,28.0,23.8
City of Hebron - (NE),NE,Municipal,735,1714.0,0.0,23858.0,23858.0,4.9,5.9
"Lake Region Electric Coop, Inc - (OK)",OK,Cooperative,22902,39454.6,0.0,389062.0,389062.0,103.1,100.0
Borough of Lansdale,PA,Municipal,7040,19525.0,0.0,133387.0,133387.0,26.8,21.0
City of Harriman - (TN),TN,Municipal,9097,24305.0,0.0,213601.0,213601.0,45.4,49.3
City of Harrisonville - (MO),MO,Municipal,3987,11910.3,0.0,97329.0,97329.0,26.0,16.9
Hartford Electric,WI,Municipal,6534,28413.9,0.0,335297.0,335297.0,57.1,45.8
Licking Rural Electric Inc,OH,Cooperative,23946,52366.0,0.0,383524.0,383524.0,79.8,77.7
City of Hartselle,AL,Municipal,4308,14547.9,0.0,147215.0,147215.0,32.0,30.1
City of Lampasas - (TX),TX,Municipal,3402,10664.0,0.0,108753.0,108753.0,26.0,27.0
Lamar County Elec Coop Assn,TX,Cooperative,11697,25811.0,0.0,218511.0,218511.0,55.0,57.0
"Lake Region Electric Assn, Inc - (SD)",SD,Cooperative,3309,18447.0,0.0,198451.0,198451.0,25.9,35.2
City of Lakota - (ND),ND,Municipal,400,1149.0,0.0,14623.0,14623.0,1.8,4.1
City of Jackson - (OH),OH,Municipal,3365,22375.0,0.0,187522.0,187522.0,35.0,29.0
Havana Power & Light Company,FL,Municipal,1140,2595.0,0.0,24125.0,24125.0,5.7,6.2
"Lamb County Electric Coop, Inc",TX,Cooperative,2688,31667.0,0.0,305996.0,305996.0,92.7,39.6
Southern Rivers Energy,GA,Cooperative,18128,39648.7,0.0,335037.0,335037.0,78.4,98.1
City of Hawarden - (IA),IA,Municipal,1024,2229.0,0.0,26935.0,26935.0,6.4,4.8
"Lake Placid Village, Inc - (NY)",NY,Municipal,4011,8189.1,0.0,168418.0,168418.0,15.2,34.3
Hawley Public Utilities Comm,MN,Municipal,954,2478.0,0.0,20855.0,20855.0,4.0,4.0
Heartland Power Coop,IA,Cooperative,4351,28117.9,0.0,320447.0,320447.0,54.4,57.0
Lake Mills Light & Water,WI,Municipal,3724,7978.4,0.0,64928.0,64928.0,14.8,10.5
City of Kirkwood - (MO),MO,Municipal,8776,21708.8,0.0,212649.0,212649.0,58.5,42.8
City of Kinston - (NC),NC,Municipal,9694,46304.0,0.0,465349.0,465349.0,92.3,83.5
City of Kings Mountain - (NC),NC,Municipal,4136,13650.0,0.0,156918.0,156918.0,31.4,23.8
"Kiamichi Electric Coop, Inc",OK,Cooperative,18829,37440.1,0.0,351571.0,351571.0,85.6,95.4
City of Jellico,TN,Municipal,3681,4640.7,0.0,74540.0,74540.0,15.5,18.8
Town of Huntersville - (NC),NC,Municipal,5132,18866.5,0.0,238316.0,238316.0,47.1,32.3
Hustisford Utilities,WI,Municipal,1343,2332.3,0.0,18703.0,18703.0,3.9,3.4
Jefferson Utilities,WI,Municipal,3536,10056.5,0.0,98989.0,98989.0,19.4,16.2
"Jefferson Davis Elec Coop, Inc",LA,Cooperative,8637,23646.0,0.0,261935.0,261935.0,50.0,48.9
"Jasper-Newton Elec Coop, Inc",TX,Cooperative,20242,47246.0,0.0,426229.0,426229.0,93.0,109.0
City of Imperial,NE,Municipal,1036,3010.0,0.0,32593.0,32593.0,7.2,6.9
City of Independence - (IA),IA,Municipal,2714,8356.8,0.0,79366.0,79366.0,16.0,11.5
"Indian Electric Coop, Inc",OK,Cooperative,14082,46419.1,0.0,521486.0,521486.0,100.2,108.8
City of Jasper - (IN),IN,Municipal,6004,29586.1,0.0,307493.0,307493.0,70.0,59.8
Jay County Rural E M C,IN,Cooperative,5280,19823.0,0.0,187134.0,187134.0,31.2,30.4
Iowa Lakes Electric Coop,IA,Cooperative,9247,63818.7,0.0,642428.0,642428.0,99.5,108.3
Irwin Electric Membership Corp,GA,Cooperative,10619,26787.4,0.0,203959.0,203959.0,64.9,46.2
Jasper County Rural E M C,IN,Cooperative,7646,24047.8,0.0,230769.0,230769.0,54.1,33.6
Itasca-Mantrap Co-op Electrical Assn,MN,Cooperative,10543,24421.0,0.0,222964.0,222964.0,44.1,60.6
"Jackson Electric Coop, Inc - (TX)",TX,Cooperative,14149,51902.0,0.0,748213.0,748213.0,71.0,77.0
City of Glasgow - (KY),KY,Municipal,5522,29216.9,0.0,287748.0,287748.0,55.6,45.0
City of Jasper - (TX),TX,Municipal,3438,11892.0,0.0,99955.0,99955.0,22.3,19.5
City of Lebanon - (IN),IN,Municipal,7721,22831.0,0.0,223195.0,223195.0,44.7,36.0
City of Jewett City - (CT),CT,Municipal,1877,3770.1,0.0,23521.0,23521.0,4.6,5.0
Lassen Municipal Utility District,CA,Municipal,9032,19904.0,0.0,140635.0,140635.0,28.8,30.5
City of Humboldt,TN,Municipal,3484,13952.0,0.0,150331.0,150331.0,32.9,25.6
Jump River Electric Coop Inc,WI,Cooperative,8822,13618.0,0.0,99525.0,99525.0,18.2,22.4
City of Hingham - (MA),MA,Municipal,8383,30123.0,0.0,201998.0,201998.0,53.2,36.1
M J M Electric Cooperative Inc,IL,Cooperative,9141,19179.6,0.0,136986.0,136986.0,30.7,26.9
Hood River Electric Coop,OR,Cooperative,3375,9044.9,0.0,126070.0,126070.0,19.9,29.6
KEM Electric Coop Inc,ND,Cooperative,2963,10533.5,0.0,90284.0,90284.0,18.3,21.0
City of Hope,AR,Municipal,8368,27351.0,0.0,287250.0,287250.0,58.6,50.6
K C Electric Association,CO,Cooperative,3280,21194.3,0.0,192170.0,192170.0,56.4,25.0
KBR Rural Public Power District,NE,Political Subdivision,3339,13299.0,0.0,105113.0,105113.0,41.0,15.0
City of Hopkinsville,KY,Municipal,10072,33572.2,0.0,362070.0,362070.0,78.0,63.8
Houlton Water Company,ME,Municipal,3919,8186.7,0.0,78291.0,78291.0,17.3,19.6
Kaysville City Corporation,UT,Municipal,8768,13485.0,0.0,154148.0,154148.0,46.4,26.2
Houston County Elec Coop Inc,TX,Cooperative,19943,41611.1,0.0,416772.0,416772.0,87.2,99.3
Howard Electric Coop,MO,Cooperative,3387,6423.1,0.0,52001.0,52001.0,11.9,13.2
Kay Electric Coop,OK,Cooperative,4278,26459.0,0.0,319527.0,319527.0,68.0,63.0
Kankakee Valley Rural E M C,IN,Cooperative,18492,35236.9,0.0,295889.0,295889.0,83.1,51.4
Howard Greeley Rural P P D,NE,Political Subdivision,3250,11150.0,0.0,105225.0,105225.0,41.0,16.0
"Howell-Oregon Elec Coop, Inc",MO,Cooperative,21827,38625.2,0.0,409054.0,409054.0,93.8,99.5
Kandiyohi Power Coop,MN,Cooperative,7310,19998.0,0.0,165827.0,165827.0,27.0,28.0
City of Hudson - (OH),OH,Municipal,5864,20781.9,0.0,182633.0,182633.0,40.9,28.2
Juneau Utility Comm,WI,Municipal,942,4404.6,0.0,46561.0,46561.0,9.4,6.8
Johnson County Rural E M C,IN,Cooperative,24046,55371.2,0.0,495984.0,495984.0,120.8,98.9
"Lane-Scott Electric Coop, Inc",KS,Cooperative,2328,16786.0,0.0,150190.0,150190.0,29.0,20.0
Lakeview Light & Power,WA,Cooperative,7921,24490.6,0.0,271338.0,271338.0,37.3,58.1
City of Jackson - (MN),MN,Municipal,1651,5795.5,0.0,44580.0,44580.0,9.2,8.9
Loudon Utilities Board,TN,Municipal,10199,49321.4,0.0,632778.0,632778.0,110.3,108.5
Logan County Coop Power & Light,OH,Cooperative,4309,19072.3,0.0,175045.0,175045.0,29.6,29.6
Town of Madison - (ME),ME,Municipal,2249,4420.9,0.0,26101.0,26101.0,5.0,5.0
"Lorain-Medina R E C, Inc",OH,Cooperative,14759,37254.0,0.0,327341.0,327341.0,58.5,67.6
City of Greenfield - (IN),IN,Municipal,9853,32269.4,0.0,359827.0,359827.0,69.0,55.0
City of Lompoc - (CA),CA,Municipal,13165,22188.5,0.0,137210.0,137210.0,22.3,22.2
City of Lockhart - (TX),TX,Municipal,4548,10726.2,0.0,108015.0,108015.0,30.8,24.0
Louisville Electric System,MS,Municipal,2534,11321.5,0.0,124015.0,124015.0,25.3,18.5
City of Madison - (NE),NE,Municipal,815,4486.0,0.0,67103.0,67103.0,9.6,6.4
"Lincoln Electric Coop, Inc",MT,Cooperative,5133,10843.0,0.0,130473.0,130473.0,12.6,39.7
Greer Commission of Public Wks,SC,Municipal,15797,41945.0,0.0,381728.0,381728.0,91.9,64.8
Little River Electric Coop Inc,SC,Cooperative,11892,26738.8,0.0,192532.0,192532.0,48.7,65.5
"Lighthouse Electric Coop, Inc",TX,Cooperative,3726,21751.1,0.0,215465.0,215465.0,89.3,35.0
Licking Valley Rural E C C,KY,Cooperative,16237,26910.0,0.0,247024.0,247024.0,50.0,59.0
City of Liberty - (TX),TX,Municipal,2841,15739.8,0.0,171660.0,171660.0,23.2,21.2
City of Griffin,GA,Municipal,12755,47586.0,0.0,419544.0,419544.0,92.2,71.3
Greenwood CPW,SC,Municipal,11051,24278.0,0.0,316439.0,316439.0,66.5,51.5
Loup Valleys Rural P P D,NE,Political Subdivision,2575,14938.9,0.0,141743.0,141743.0,46.5,20.9
"Lower Yellowstone R E A, Inc",MT,Cooperative,4209,26931.1,0.0,261630.0,261630.0,37.0,44.0
Lyon Rural Electric Coop,IA,Cooperative,2128,10864.0,0.0,119254.0,119254.0,18.6,20.6
City of Madison - (SD),SD,Municipal,2853,10618.0,0.0,102507.0,102507.0,19.7,18.8
Macon Electric Coop,MO,Cooperative,9933,24326.3,0.0,243759.0,243759.0,46.1,50.1
Grady Electric Membership Corp,GA,Cooperative,18594,39865.0,0.0,311223.0,311223.0,78.2,85.5
Graham County Electric Coop Inc,AZ,Cooperative,6911,16199.9,0.0,136772.0,136772.0,43.0,23.6
Goodhue County Coop Elec Assn,MN,Cooperative,4770,12409.2,0.0,98181.0,98181.0,19.5,22.1
City of Macon - (MO),MO,Municipal,2526,13100.0,0.0,83315.0,83315.0,18.7,14.0
City of Gothenburg - (NE),NE,Municipal,1496,4956.0,0.0,59187.0,59187.0,12.4,13.5
"Grand Electric Coop, Inc",SD,Cooperative,4602,11453.2,0.0,90211.0,90211.0,9.9,19.1
City of Macon - (MS),MS,Municipal,930,2987.3,0.0,25670.0,25670.0,6.4,4.9
"Lynches River Elec Coop, Inc",SC,Cooperative,19935,51233.0,0.0,430232.0,430232.0,87.0,102.0
Grand Rapids Public Util Comm,MN,Municipal,5920,15080.0,0.0,164976.0,164976.0,28.9,29.0
Lyon-Lincoln Electric Coop Inc,MN,Cooperative,3612,10566.3,0.0,97780.0,97780.0,14.7,22.6
Grayson Rural Electric Coop Corp,KY,Cooperative,14194,27461.0,0.0,250858.0,250858.0,62.3,52.3
"Greenbelt Electric Coop, Inc",TX,Cooperative,3626,22747.0,0.0,255472.0,255472.0,41.0,31.0
City of Luverne - (MN),MN,Municipal,2071,7571.1,0.0,85953.0,85953.0,17.5,15.4
City of Lumberton - (NC),NC,Municipal,9673,32222.1,0.0,285669.0,285669.0,57.8,55.2
Village of Ludlow - (VT),VT,Municipal,3034,7713.0,0.0,50280.0,50280.0,7.5,12.2
Groton Dept of Utilities - (CT),CT,Municipal,12002,54375.6,0.0,454420.0,454420.0,73.4,66.2
City of Lexington - (TN),TN,Municipal,17790,46093.4,0.0,442033.0,442033.0,110.3,77.4
Town of Littleton - (MA),MA,Municipal,6380,30816.3,0.0,283106.0,283106.0,54.8,43.9
Borough of Madison - (NJ),NJ,Municipal,5720,21053.5,0.0,131878.0,131878.0,34.3,19.7
H-D Electric Coop Inc,SD,Cooperative,2804,10390.0,0.0,101163.0,101163.0,14.6,21.5
Lehi City Corporation,UT,Municipal,18073,32001.1,0.0,386194.0,386194.0,103.1,57.6
City of Leesburg - (FL),FL,Municipal,21338,55220.8,0.0,489855.0,489855.0,110.6,87.4
City of Lebanon - (MO),MO,Municipal,5798,23083.0,0.0,276353.0,276353.0,56.7,57.5
City of Laurinburg - (NC),NC,Municipal,4638,14626.2,0.0,141434.0,141434.0,29.0,28.8
"Grundy Electric Coop, Inc",MO,Cooperative,5945,13452.3,0.0,125433.0,125433.0,27.0,26.5
Halifax Electric Member Corp,NC,Cooperative,10521,24450.0,0.0,185520.0,185520.0,43.5,55.5
Guernsey-Muskingum El Coop Inc,OH,Cooperative,14886,33712.0,0.0,257422.0,257422.0,54.1,53.3
City of Lebanon - (OH),OH,Municipal,8210,31739.0,0.0,375201.0,375201.0,68.6,59.2
City of Le Sueur - (MN),MN,Municipal,1850,9245.0,0.0,97731.0,97731.0,18.0,14.0
Hagerstown Light Department,MD,Municipal,14877,22266.9,0.0,303444.0,303444.0,58.3,61.3
City of Lawrenceville - (GA),GA,Municipal,9566,31869.0,0.0,332420.0,332420.0,71.4,51.5
Lawrenceburg Municipal Utils,IN,Municipal,2693,15323.0,0.0,154349.0,154349.0,27.7,24.2
City of Lawrenceburg,TN,Municipal,17107,50528.6,0.0,483052.0,483052.0,102.8,101.6
Raccoon Valley Electric Cooperative,IA,Cooperative,2266,15116.0,0.0,143031.0,143031.0,25.7,26.7
Hamilton County Elec Coop Assn,TX,Cooperative,17265,23668.3,0.0,228871.0,228871.0,57.4,79.4
Guntersville Electric Board,AL,Municipal,4711,22680.0,0.0,241176.0,241176.0,49.1,41.2
Grundy County Rural Elec Coop,IA,Cooperative,1844,7513.0,0.0,67106.0,67106.0,15.3,9.4
NineStar Connect,IN,Cooperative,13455,34905.0,0.0,279951.0,279951.0,63.5,57.2
Guthrie County Rural E C A,IA,Cooperative,4536,14106.1,0.0,180869.0,180869.0,23.6,19.7
City of Lewisburg - (TN),TN,Municipal,4627,26792.9,0.0,340458.0,340458.0,59.6,53.8
City of Gunnison - (CO),CO,Municipal,3430,5684.3,0.0,70559.0,70559.0,9.1,14.7
City of Lexington - (NC),NC,Municipal,16547,49156.3,0.0,398324.0,398324.0,86.5,95.3
City of Lexington - (NE),NE,Municipal,3494,17567.4,0.0,223873.0,223873.0,42.4,39.6
Hancock-Wood Electric Coop Inc,OH,Cooperative,11191,42114.5,0.0,353738.0,353738.0,77.5,63.5
"Gulf Coast Electric Coop, Inc",FL,Cooperative,19274,46673.0,0.0,349486.0,349486.0,78.0,111.0
Gunnison County Elec Assn.,CO,Cooperative,9308,17736.7,0.0,124885.0,124885.0,17.0,26.2
Lewis County Rural E C A,MO,Cooperative,6374,14588.8,0.0,121800.0,121800.0,27.1,25.4
"DS&O Electric Cooperative, Inc.",KS,Cooperative,7173,19639.0,2.0,130770.0,130772.0,31.0,25.3
"Fox Islands Electric Coop, Inc",ME,Cooperative,1704,3018.2,3.0,11739.0,11742.0,2.3,2.0
North Central Power Co Inc,WI,Investor Owned,4629,4538.7,6.0,37151.0,37157.0,7.3,6.7
City of Lodi - (WI),WI,Municipal,1446,3289.3,6.0,28768.0,28774.0,6.7,4.6
City of Hugoton - (KS),KS,Municipal,1599,4588.0,7.0,40010.0,40017.0,10.7,6.5
City of Mulvane - (KS),KS,Municipal,2312,4790.0,7.0,42720.0,42727.0,12.5,5.5
Clinton Combined Utility Sys,SC,Municipal,3410,14879.0,8.0,110787.0,110795.0,23.7,20.4
City of Marblehead - (MA),MA,Municipal,9653,16117.0,13.0,107586.0,107599.0,27.5,22.2
Kenyon Municipal Utilities,MN,Municipal,834,1911.0,13.0,16292.0,16305.0,3.6,3.5
City of Halstad - (MN),MN,Municipal,273,948.0,15.0,8704.0,8719.0,1.1,2.5
City of Windom,MN,Municipal,2065,6196.5,16.0,70549.0,70565.0,15.4,12.6
City of Peru - (IN),IN,Municipal,8850,23681.2,18.0,239237.0,239255.0,50.0,38.9
City of Estherville - (IA),IA,Municipal,2674,6764.0,18.0,57622.0,57640.0,12.9,9.2
Adrian Public Utilities Comm,MN,Municipal,536,1473.0,20.0,13826.0,13846.0,3.0,3.0
City of Sidney - (NE),NE,Municipal,4068,9125.0,20.0,82307.0,82327.0,19.0,15.0
City of Wakefield - (NE),NE,Municipal,566,3683.0,21.0,49431.0,49452.0,7.6,4.9
Northwestern Wisconsin Elec Co,WI,Investor Owned,10215,21406.0,21.0,187076.0,187097.0,34.9,31.8
Stearns Cooperative Elec Assn,MN,Cooperative,24414,55806.9,22.0,531940.0,531962.0,98.6,107.9
City of Garnett - (KS),KS,Municipal,1521,2759.5,23.0,29742.0,29765.0,8.7,2.0
City of Fairfax - (MN),MN,Municipal,584,984.0,23.0,10611.0,10634.0,2.2,3.1
City of Marshall - (MI),MI,Municipal,3874,12778.0,25.0,113994.0,114019.0,23.6,17.8
City of Alliance- (NE),NE,Municipal,4150,13606.5,26.0,114421.0,114447.0,25.6,20.9
Delano Municipal Utilities,MN,Municipal,2352,5741.3,28.0,60445.0,60473.0,13.3,9.9
Town of Culpeper- (VA),VA,Municipal,4516,11582.0,29.0,108909.0,108938.0,26.2,16.2
Easley Combined Utility System,SC,Municipal,12378,35092.0,30.0,301672.0,301702.0,72.0,59.8
City of Burlington - (KS),KS,Municipal,1290,3606.7,30.0,33641.0,33671.0,8.9,4.1
City of Washington - (UT),UT,Municipal,6851,12273.6,32.0,121630.0,121662.0,36.5,14.6
City of Franklin - (VA),VA,Municipal,4605,14618.0,34.0,137697.0,137731.0,24.1,40.1
New Prague Utilities Comm,MN,Municipal,2257,6874.0,34.0,67891.0,67925.0,14.4,11.1
Lane Electric Coop Inc,OR,Cooperative,11766,26070.0,35.0,258299.0,258334.0,36.6,79.9
Grundy Center Mun Light & Power,IA,Municipal,1262,2408.0,35.0,27587.0,27622.0,6.4,4.5
City of Pawhuska - (OK),OK,Municipal,1676,3168.1,36.0,41201.0,41237.0,11.8,6.7
City of Cambridge - (NE),NE,Municipal,486,3433.0,38.0,48365.0,48403.0,8.4,6.6
City of Manning,IA,Municipal,690,2792.0,40.0,37433.0,37473.0,6.3,5.5
"Ark Valley Elec Coop Assn, Inc",KS,Cooperative,4203,13192.4,42.0,104181.0,104223.0,29.2,18.2
"Lyon-Coffey Electric Coop, Inc",KS,Cooperative,5549,14619.1,43.0,100692.0,100735.0,26.3,22.6
Farmers Electric Coop - (IA),IA,Cooperative,602,2223.0,44.0,17790.0,17834.0,2.5,3.5
City of Benson - (MN),MN,Municipal,1519,3946.7,44.0,35316.0,35360.0,7.6,6.3
City of Fort Pierre - (SD),SD,Municipal,1038,2661.0,47.0,26763.0,26810.0,6.0,5.6
Calhoun County Elec Coop Assn,IA,Cooperative,1670,5350.0,49.0,43064.0,43113.0,7.2,9.7
City of Neligh - (NE),NE,Municipal,842,1798.0,50.0,21659.0,21709.0,4.5,5.1
Blue Earth Light & Water,MN,Municipal,1912,5673.0,51.0,55091.0,55142.0,11.9,8.3
City of Wilton,IA,Municipal,1308,2755.7,52.0,26063.0,26115.0,6.8,4.5
"Sierra Electric Coop, Inc",NM,Cooperative,3595,8592.0,52.0,65439.0,65491.0,18.0,12.0
Canton Municipal Utilities,MS,Municipal,3876,10985.0,52.0,126540.0,126592.0,26.1,19.1
City of Kimball - (NE),NE,Municipal,1462,2057.6,52.0,21999.0,22051.0,4.8,4.4
City of St James - (MN),MN,Municipal,1862,4596.0,53.0,55565.0,55618.0,11.6,9.5
City of West Point - (NE),NE,Municipal,1492,6398.0,53.0,52999.0,53052.0,11.0,9.0
Taylor Electric Coop - (WI),WI,Cooperative,4134,9447.5,54.0,71683.0,71737.0,11.5,13.6
City of Wahoo - (NE),NE,Municipal,1887,5324.0,55.0,73312.0,73367.0,15.0,14.0
Bluestem Electric Coop Inc,KS,Cooperative,5562,16629.1,56.0,108593.0,108649.0,31.2,22.1
City of Lamoni - (IA),IA,Municipal,921,2279.0,60.0,24110.0,24170.0,5.3,4.0
City of West Liberty - (IA),IA,Municipal,1342,5205.0,60.0,52624.0,52684.0,11.6,7.5
"Flint Hills Rural E C A, Inc",KS,Cooperative,5881,11548.0,62.0,80735.0,80797.0,19.5,16.1
City of Broken Bow - (NE),NE,Municipal,2172,8833.6,62.0,102350.0,102412.0,18.3,19.2
City of Elk River,MN,Municipal,9900,35723.0,66.0,320350.0,320416.0,64.6,47.0
City of Colby - (KS),KS,Municipal,2364,5828.3,76.0,67818.0,67894.0,18.0,11.8
Melrose Public Utilities,MN,Municipal,1334,8867.7,77.0,114785.0,114862.0,18.0,19.0
Prairie Energy Coop,IA,Cooperative,3544,26592.8,78.0,283149.0,283227.0,49.1,47.8
City of Farmington - (MO),MO,Municipal,6269,21540.4,80.0,231749.0,231829.0,47.7,44.7
City of Wayne,NE,Municipal,2058,6386.0,94.0,66032.0,66126.0,14.9,11.2
City of Sibley - (IA),IA,Municipal,1280,3144.0,95.0,40054.0,40149.0,7.1,7.9
Town of Forest City,NC,Municipal,3188,11430.0,96.0,118626.0,118722.0,25.5,21.9
Dubois Rural Electric Coop Inc,IN,Cooperative,12692,30954.0,99.0,293494.0,293593.0,68.0,53.0
City of Douglas,GA,Municipal,3964,29625.0,102.0,279926.0,280028.0,53.5,49.7
City of Story City - (IA),IA,Municipal,1695,5292.0,102.0,60038.0,60140.0,13.4,8.2
Sleepy Eye Public Utility Comm,MN,Municipal,1590,4682.5,102.0,46413.0,46515.0,11.3,7.7
"Allamakee-Clayton El Coop, Inc",IA,Cooperative,9454,18954.4,102.0,142742.0,142844.0,26.9,28.3
City of Maquoketa - (IA),IA,Municipal,2794,8842.9,104.0,74027.0,74131.0,16.0,12.5
City of Manassas - (VA),VA,Municipal,13439,37600.0,105.0,422747.0,422852.0,85.0,82.0
City of Winterset - (IA),IA,Municipal,2263,5307.0,106.0,50577.0,50683.0,12.5,7.8
Moose Lake Water & Light Comm,MN,Municipal,753,4003.5,107.0,37014.0,37121.0,6.0,5.0
FreeState Electric Coop,KS,Cooperative,16556,40074.0,108.0,277594.0,277702.0,39.2,31.0
"Heartland Rural Elec Coop, Inc",KS,Cooperative,9418,23029.3,109.0,187448.0,187557.0,44.2,41.4
Trenton Municipal Utilities - (MO),MO,Municipal,2571,8746.9,109.0,86638.0,86747.0,17.6,16.3
City of Girard - (KS),KS,Municipal,1308,4029.0,109.0,33098.0,33207.0,8.7,5.5
City of Marshall - (MN),MN,Municipal,5567,43721.9,112.0,578247.0,578359.0,82.8,79.1
Page Utility Enterprises,AZ,Municipal,3190,8722.3,120.0,111752.0,111872.0,24.9,23.8
City of Marshall - (MO),MO,Municipal,4972,18931.9,121.0,176710.0,176831.0,37.2,27.9
