season,episode,overall_episode,speaker,num_words
8,5,144,Darryl,
8,5,144,Dwight,
8,5,144,Erin,
8,5,144,Gabe,
8,5,144,Jim,
8,5,144,Kelly,
8,5,144,Kevin,
8,5,144,Meredith,
8,5,144,Oscar,
8,5,144,Pam,
8,5,144,Phyllis,
8,5,144,Robert,
8,5,144,Ryan,
8,5,144,Stanley,
8,5,144,Toby,
8,6,145,Andy,
8,6,145,Angela,
8,6,145,Darryl,
8,6,145,Dwight,
8,6,145,Erin,
8,6,145,Gabe,
8,6,145,Jim,
8,6,145,Kelly,
8,6,145,Kevin,
8,6,145,Oscar,
8,6,145,Pam,
8,6,145,Phyllis,
8,6,145,Robert,
8,6,145,Ryan,
8,6,145,Stanley,
8,6,145,Toby,
8,7,146,Andy,
8,7,146,Creed,
8,7,146,Darryl,
8,7,146,Dwight,
8,7,146,Erin,
8,7,146,Gabe,
8,7,146,Jim,
8,7,146,Kelly,
8,7,146,Kevin,
8,7,146,Oscar,
8,7,146,Pam,
8,7,146,Phyllis,
8,7,146,Robert,
8,7,146,Ryan,
8,7,146,Toby,
8,8,147,Andy,
8,8,147,Angela,
8,8,147,Darryl,
8,8,147,Dwight,
8,8,147,Erin,
8,8,147,Gabe,
8,8,147,Jim,
8,8,147,Kelly,
8,8,147,Kevin,
8,8,147,Meredith,
8,8,147,Oscar,
8,8,147,Pam,
8,8,147,Phyllis,
8,8,147,Robert,
8,8,147,Ryan,
8,8,147,Stanley,
8,9,148,Andy,
8,9,148,Angela,
8,9,148,Creed,
8,9,148,Darryl,
8,9,148,Dwight,
8,9,148,Erin,
8,9,148,Gabe,
8,9,148,Jim,
8,9,148,Kelly,
8,9,148,Kevin,
8,9,148,Meredith,
8,9,148,Oscar,
8,9,148,Phyllis,
8,9,148,Robert,
8,9,148,Ryan,
8,9,148,Stanley,
8,9,148,Toby,
8,10,149,Andy,
8,10,149,Angela,
8,10,149,Creed,
8,10,149,Darryl,
8,10,149,Dwight,
8,10,149,Erin,
8,10,149,Jim,
8,10,149,Kelly,
8,10,149,Kevin,
8,10,149,Meredith,
8,10,149,Oscar,
8,10,149,Phyllis,
8,10,149,Robert,
8,10,149,Ryan,
8,10,149,Stanley,
8,10,149,Toby,
8,11,150,Andy,
8,11,150,Angela,
8,11,150,Creed,
8,11,150,Darryl,
8,11,150,Dwight,
8,11,150,Erin,
8,11,150,Gabe,
8,11,150,Jim,
8,11,150,Kelly,
8,11,150,Kevin,
8,11,150,Meredith,
8,11,150,Oscar,
8,11,150,Phyllis,
8,11,150,Robert,
8,11,150,Ryan,
8,11,150,Stanley,
8,12,151,Andy,
8,12,151,Angela,
8,12,151,Darryl,
8,12,151,Dwight,
8,12,151,Erin,
8,12,151,Gabe,
8,12,151,Jim,
8,12,151,Kelly,
8,12,151,Kevin,
8,12,151,Meredith,
8,12,151,Oscar,
8,12,151,Phyllis,
8,12,151,Robert,
8,12,151,Ryan,
8,12,151,Stanley,
8,12,151,Toby,
8,13,152,Andy,
8,13,152,Angela,
8,13,152,Creed,
8,13,152,Darryl,
8,13,152,Dwight,
8,13,152,Erin,
8,13,152,Gabe,
8,13,152,Jim,
8,13,152,Kelly,
8,13,152,Kevin,
8,13,152,Meredith,
8,13,152,Oscar,
8,13,152,Pam,
8,13,152,Phyllis,
8,13,152,Ryan,
8,13,152,Stanley,
8,13,152,Toby,
8,14,153,Andy,
8,14,153,Angela,
8,14,153,Creed,
8,14,153,Darryl,
8,14,153,Dwight,
8,14,153,Erin,
8,14,153,Jim,
8,14,153,Kelly,
8,14,153,Kevin,
8,14,153,Meredith,
8,14,153,Oscar,
8,14,153,Pam,
8,14,153,Phyllis,
8,14,153,Ryan,
8,14,153,Stanley,
8,14,153,Toby,
8,15,154,Andy,
8,15,154,Creed,
8,15,154,Darryl,
8,15,154,Dwight,
8,15,154,Erin,
8,15,154,Jim,
8,15,154,Kelly,
8,15,154,Kevin,
8,15,154,Meredith,
8,15,154,Nellie,
8,15,154,Oscar,
8,15,154,Pam,
8,15,154,Ryan,
8,15,154,Stanley,
8,16,155,Andy,
8,16,155,Angela,
8,16,155,Darryl,
8,16,155,Dwight,
8,16,155,Erin,
8,16,155,Gabe,
8,16,155,Jim,
8,16,155,Kelly,
8,16,155,Kevin,
8,16,155,Nellie,
8,16,155,Oscar,
8,16,155,Pam,
8,16,155,Phyllis,
8,16,155,Ryan,
8,16,155,Stanley,
8,17,156,Andy,
8,17,156,Angela,
8,17,156,Creed,
8,17,156,Darryl,
8,17,156,Dwight,
8,17,156,Erin,
8,17,156,Jim,
8,17,156,Kelly,
8,17,156,Kevin,
8,17,156,Meredith,
8,17,156,Nellie,
8,17,156,Oscar,
8,17,156,Pam,
8,17,156,Phyllis,
8,17,156,Ryan,
8,17,156,Stanley,
8,17,156,Toby,
8,17,156,Todd Packer,
8,18,157,Andy,
8,18,157,Angela,
8,18,157,Creed,
8,18,157,Darryl,
8,18,157,Dwight,
8,18,157,Erin,
8,18,157,Gabe,
8,18,157,Jim,
8,18,157,Kelly,
8,18,157,Kevin,
8,18,157,Meredith,
8,18,157,Nellie,
8,18,157,Oscar,
8,18,157,Pam,
8,18,157,Phyllis,
8,18,157,Ryan,
8,18,157,Stanley,
8,18,157,Toby,
8,18,157,Todd Packer,
8,19,158,Andy,
8,19,158,Angela,
8,19,158,Creed,
8,19,158,Darryl,
8,19,158,Dwight,
8,19,158,Erin,
8,19,158,Jim,
8,19,158,Kelly,
8,19,158,Kevin,
8,19,158,Meredith,
8,19,158,Nellie,
8,19,158,Oscar,
8,19,158,Pam,
8,19,158,Phyllis,
8,19,158,Robert,
8,19,158,Ryan,
8,19,158,Stanley,
8,19,158,Toby,
8,20,159,Andy,
8,20,159,Angela,
8,20,159,Creed,
8,20,159,Darryl,
8,20,159,Dwight,
8,20,159,Erin,
8,20,159,Gabe,
8,20,159,Jim,
8,20,159,Kevin,
8,20,159,Nellie,
8,20,159,Oscar,
8,20,159,Pam,
8,20,159,Phyllis,
8,20,159,Robert,
8,20,159,Ryan,
8,20,159,Stanley,
8,21,160,Andy,
8,21,160,Angela,
8,21,160,Creed,
8,21,160,Darryl,
8,21,160,Dwight,
8,21,160,Erin,
8,21,160,Gabe,
8,21,160,Jim,
8,21,160,Kelly,
8,21,160,Kevin,
8,21,160,Meredith,
8,21,160,Nellie,
8,21,160,Oscar,
8,21,160,Pam,
8,21,160,Phyllis,
8,21,160,Robert,
8,21,160,Ryan,
8,21,160,Stanley,
8,21,160,Toby,
8,22,161,Andy,
8,22,161,Angela,
8,22,161,Creed,
8,22,161,Darryl,
8,22,161,David,
8,22,161,Dwight,
8,22,161,Erin,
8,22,161,Jim,
8,22,161,Kevin,
8,22,161,Meredith,
8,22,161,Nellie,
8,22,161,Oscar,
8,22,161,Pam,
8,22,161,Phyllis,
8,22,161,Robert,
8,22,161,Ryan,
8,22,161,Stanley,
8,23,162,Andy,
8,23,162,Angela,
8,23,162,Creed,
8,23,162,David,
8,23,162,Dwight,
8,23,162,Erin,
8,23,162,Gabe,
8,23,162,Jim,
8,23,162,Kevin,
8,23,162,Nellie,
8,23,162,Oscar,
8,23,162,Pam,
8,23,162,Phyllis,
8,23,162,Robert,
8,23,162,Stanley,
8,23,162,Toby,
8,24,163,Andy,
8,24,163,Angela,
8,24,163,Creed,
8,24,163,Darryl,
8,24,163,David,
8,24,163,Dwight,
8,24,163,Erin,
8,24,163,Gabe,
8,24,163,Jim,
8,24,163,Kelly,
8,24,163,Kevin,
8,24,163,Meredith,
8,24,163,Nellie,
8,24,163,Oscar,
8,24,163,Pam,
8,24,163,Phyllis,
8,24,163,Robert,
8,24,163,Stanley,
8,24,163,Toby,
9,1,164,Andy,
9,1,164,Angela,
9,1,164,Clark,
9,1,164,Creed,
9,1,164,Darryl,
9,1,164,David,
9,1,164,Dwight,
9,1,164,Erin,
9,1,164,Jim,
9,1,164,Kelly,
9,1,164,Kevin,
9,1,164,Meredith,
9,1,164,Nellie,
9,1,164,Oscar,
9,1,164,Pam,
9,1,164,Pete,
9,1,164,Phyllis,
9,1,164,Ryan,
9,1,164,Stanley,
9,1,164,Toby,
9,2,165,Andy,
9,2,165,Angela,
9,2,165,Clark,
9,2,165,Creed,
9,2,165,Darryl,
9,2,165,Dwight,
9,2,165,Erin,
9,2,165,Jim,
9,2,165,Kevin,
9,2,165,Meredith,
9,2,165,Nellie,
9,2,165,Oscar,
9,2,165,Pam,
9,2,165,Pete,
9,2,165,Phyllis,
9,2,165,Roy,
9,2,165,Stanley,
9,2,165,Toby,
9,3,166,Andy,
9,3,166,Angela,
9,3,166,Clark,
9,3,166,Darryl,
9,3,166,Dwight,
9,3,166,Erin,
9,3,166,Jim,
9,3,166,Kevin,
9,3,166,Meredith,
9,3,166,Nellie,
9,3,166,Oscar,
9,3,166,Pam,
9,3,166,Pete,
9,3,166,Phyllis,
9,3,166,Stanley,
9,4,167,Andy,
9,4,167,Angela,
9,4,167,Clark,
9,4,167,Creed,
9,4,167,Darryl,
9,4,167,Dwight,
9,4,167,Erin,
9,4,167,Jim,
9,4,167,Kevin,
9,4,167,Meredith,
9,4,167,Nellie,
9,4,167,Oscar,
9,4,167,Pam,
9,4,167,Pete,
9,4,167,Phyllis,
9,4,167,Stanley,
9,4,167,Toby,
9,5,168,Andy,
9,5,168,Angela,
9,5,168,Clark,
9,5,168,Creed,
9,5,168,Darryl,
9,5,168,Dwight,
9,5,168,Erin,
9,5,168,Jim,
9,5,168,Kevin,
9,5,168,Meredith,
9,5,168,Nellie,
9,5,168,Oscar,
9,5,168,Pam,
9,5,168,Pete,
9,5,168,Stanley,
9,5,168,Toby,
9,6,169,Andy,
9,6,169,Angela,
9,6,169,Creed,
9,6,169,Darryl,
9,6,169,David Wallace,
9,6,169,Dwight,
9,6,169,Erin,
9,6,169,Jim,
9,6,169,Kevin,
9,6,169,Meredith,
9,6,169,Nellie,
9,6,169,Oscar,
9,6,169,Pam,
9,6,169,Pete,
9,6,169,Toby,
9,7,170,Andy,
9,7,170,Angela,
9,7,170,Clark,
9,7,170,Creed,
9,7,170,Darryl,
9,7,170,David,
9,7,170,Dwight,
9,7,170,Erin,
9,7,170,Jan,
9,7,170,Jim,
9,7,170,Kevin,
9,7,170,Meredith,
9,7,170,Nellie,
9,7,170,Oscar,
9,7,170,Pam,
9,7,170,Pete,
9,7,170,Phyllis,
9,7,170,Toby,
9,8,171,Angela,
9,8,171,Creed,
9,8,171,Darryl,
9,8,171,David,
9,8,171,Dwight,
9,8,171,Erin,
9,8,171,Jim,
9,8,171,Kevin,
9,8,171,Meredith,
9,8,171,Nellie,
9,8,171,Oscar,
9,8,171,Pam,
9,8,171,Pete,
9,8,171,Phyllis,
9,8,171,Stanley,
9,8,171,Toby,
9,9,172,Angela,
9,9,172,Creed,
9,9,172,Darryl,
9,9,172,Dwight,
9,9,172,Erin,
9,9,172,Jim,
9,9,172,Kevin,
9,9,172,Meredith,
9,9,172,Nellie,
9,9,172,Oscar,
9,9,172,Pam,
9,9,172,Pete,
9,9,172,Phyllis,
9,9,172,Stanley,
9,9,172,Toby,
9,10,173,Angela,
9,10,173,Creed,
9,10,173,Darryl,
9,10,173,Dwight,
9,10,173,Erin,
9,10,173,Jim,
9,10,173,Kevin,
9,10,173,Meredith,
9,10,173,Nellie,
9,10,173,Oscar,
9,10,173,Pam,
9,10,173,Pete,
9,10,173,Phyllis,
9,10,173,Stanley,
9,11,174,Angela,
9,11,174,Clark,
9,11,174,Creed,
9,11,174,Darryl,
9,11,174,Dwight,
9,11,174,Erin,
9,11,174,Jim,
9,11,174,Kevin,
9,11,174,Meredith,
9,11,174,Nellie,
9,11,174,Oscar,
9,11,174,Pam,
9,11,174,Pete,
9,11,174,Phyllis,
9,11,174,Stanley,
9,12,175,Angela,
9,12,175,Clark,
9,12,175,Creed,
9,12,175,Darryl,
9,12,175,Dwight,
9,12,175,Erin,
9,12,175,Jim,
9,12,175,Kevin,
9,12,175,Meredith,
9,12,175,Nellie,
9,12,175,Oscar,
9,12,175,Pam,
9,12,175,Pete,
9,12,175,Phyllis,
9,12,175,Stanley,
9,12,175,Toby,
9,13,176,Angela,
9,13,176,Clark,
9,13,176,Darryl,
9,13,176,David Wallace,
9,13,176,Dwight,
9,13,176,Erin,
9,13,176,Jim,
9,13,176,Kevin,
9,13,176,Meredith,
9,13,176,Nellie,
9,13,176,Oscar,
9,13,176,Pam,
9,13,176,Stanley,
9,14,177,Angela,
9,14,177,Clark,
9,14,177,Creed,
9,14,177,Darryl,
9,14,177,Dwight,
9,14,177,Erin,
9,14,177,Jim,
9,14,177,Kevin,
9,14,177,Meredith,
9,14,177,Nellie,
9,14,177,Oscar,
9,14,177,Pam,
9,14,177,Phyllis,
9,14,177,Toby,
9,15,178,Andy,
9,15,178,Angela,
9,15,178,Clark,
9,15,178,Darryl,
9,15,178,David Wallace,
9,15,178,Dwight,
9,15,178,Erin,
9,15,178,Jan,
9,15,178,Jim,
9,15,178,Kevin,
9,15,178,Meredith,
9,15,178,Nellie,
9,15,178,Oscar,
9,15,178,Pam,
9,15,178,Pete,
9,15,178,Phyllis,
9,15,178,Stanley,
9,16,179,Andy,
9,16,179,Angela,
9,16,179,Clark,
9,16,179,Creed,
9,16,179,Darryl,
9,16,179,David,
9,16,179,David Wallace,
9,16,179,Dwight,
9,16,179,Erin,
9,16,179,Gabe,
9,16,179,Jim,
9,16,179,Kevin,
9,16,179,Meredith,
9,16,179,Nellie,
9,16,179,Oscar,
9,16,179,Pam,
9,16,179,Pete,
9,16,179,Phyllis,
9,16,179,Stanley,
9,16,179,Toby,
9,17,180,Andy,
9,17,180,Angela,
9,17,180,Clark,
9,17,180,Creed,
9,17,180,Darryl,
9,17,180,Dwight,
9,17,180,Erin,
9,17,180,Jim,
9,17,180,Kevin,
9,17,180,Meredith,
9,17,180,Nellie,
9,17,180,Oscar,
9,17,180,Pam,
9,17,180,Phyllis,
9,17,180,Stanley,
9,17,180,Todd Packer,
9,18,181,Andy,
9,18,181,Angela,
9,18,181,Clark,
9,18,181,Darryl,
9,18,181,Dwight,
9,18,181,Erin,
9,18,181,Jim,
9,18,181,Kevin,
9,18,181,Meredith,
9,18,181,Nellie,
9,18,181,Oscar,
9,18,181,Pam,
9,18,181,Pete,
9,18,181,Phyllis,
9,18,181,Stanley,
9,18,181,Toby,
9,19,182,Andy,
9,19,182,Angela,
9,19,182,Clark,
9,19,182,Creed,
9,19,182,Dwight,
9,19,182,Erin,
9,19,182,Jim,
9,19,182,Kevin,
9,19,182,Meredith,
9,19,182,Nellie,
9,19,182,Oscar,
9,19,182,Pam,
9,19,182,Pete,
9,19,182,Phyllis,
9,19,182,Robert,
9,19,182,Stanley,
9,19,182,Toby,
9,20,183,Andy,
9,20,183,Angela,
9,20,183,Clark,
9,20,183,Creed,
9,20,183,Darryl,
9,20,183,Dwight,
9,20,183,Erin,
9,20,183,Jim,
9,20,183,Kevin,
9,20,183,Nellie,
9,20,183,Oscar,
9,20,183,Pam,
9,20,183,Pete,
9,20,183,Robert,
9,20,183,Stanley,
9,20,183,Toby,
9,21,184,Andy,
9,21,184,Angela,
9,21,184,Clark,
9,21,184,Creed,
9,21,184,Darryl,
9,21,184,David Wallace,
9,21,184,Dwight,
9,21,184,Erin,
9,21,184,Jim,
9,21,184,Kevin,
9,21,184,Meredith,
9,21,184,Nellie,
9,21,184,Oscar,
9,21,184,Pam,
9,21,184,Pete,
9,21,184,Phyllis,
9,21,184,Stanley,
9,21,184,Toby,
9,22,185,Andy,
9,22,185,Angela,
9,22,185,Clark,
9,22,185,Creed,
9,22,185,Darryl,
9,22,185,Dwight,
9,22,185,Erin,
9,22,185,Jim,
9,22,185,Kevin,
9,22,185,Meredith,
9,22,185,Oscar,
9,22,185,Pam,
9,22,185,Pete,
9,22,185,Phyllis,
9,22,185,Stanley,
9,23,186,Andy,
9,23,186,Angela,
9,23,186,Clark,
9,23,186,Creed,
9,23,186,Darryl,
9,23,186,David Wallace,
9,23,186,Dwight,
9,23,186,Erin,
9,23,186,Jim,
9,23,186,Kelly,
9,23,186,Kevin,
9,23,186,Meredith,
9,23,186,Michael,
9,23,186,Nellie,
9,23,186,Oscar,
9,23,186,Pam,
9,23,186,Pete,
9,23,186,Phyllis,
9,23,186,Ryan,
9,23,186,Stanley,
9,23,186,Toby,
